equipment_id,localize_key
,
202011000111,SHIELDLIGHT_WOODENSHIELD
202011000121,SHIELDLIGHT_WOODENSHIELD
202011000131,SHIELDLIGHT_WOODENSHIELD
202011000211,SHIELDLIGHT_POTLID
202011000221,SHIELDLIGHT_POTLID
202011000231,SHIELDLIGHT_POTLID
202011000311,SHIELDLIGHT_LEATHERSHIELD
202011000321,SHIELDLIGHT_LEATHERSHIELD
202011000331,SHIELDLIGHT_LEATHERSHIELD
202012000111,SHIELDLIGHT_IRONSHIELD
202012000121,SHIELDLIGHT_IRONSHIELD
202012000131,SHIELDLIGHT_IRONSHIELD
202012000211,SHIELDLIGHT_BRONZESHIELD
202012000221,SHIELDLIGHT_BRONZESHIELD
202012000231,SHIELDLIGHT_BRONZESHIELD
202012000311,SHIELDLIGHT_BUCKLER
202012000321,SHIELDLIGHT_BUCKLER
202012000331,SHIELDLIGHT_BUCKLER
202013000111,SHIELDLIGHT_STEELSHIELD
202013000121,SHIELDLIGHT_STEELSHIELD
202013000131,SHIELDLIGHT_STEELSHIELD
202013000211,SHIELDLIGHT_SWORDBREAK
202013000221,SHIELDLIGHT_SWORDBREAK
202013000231,SHIELDLIGHT_SWORDBREAK
202013000311,SHIELDLIGHT_SCARECROW
202013000321,SHIELDLIGHT_SCARECROW
202013000331,SHIELDLIGHT_SCARECROW
202014000111,SHIELDLIGHT_DARKDRAGONSREVERSESCALE
202014000121,SHIELDLIGHT_DARKDRAGONSREVERSESCALE
202014000131,SHIELDLIGHT_DARKDRAGONSREVERSESCALE
202014000141,SHIELDLIGHT_DARKDRAGONSREVERSESCALE
202014000211,SHIELDLIGHT_DONTLIE
202014000221,SHIELDLIGHT_DONTLIE
202014000231,SHIELDLIGHT_DONTLIE
202014000241,SHIELDLIGHT_DONTLIE
202014000311,SHIELDLIGHT_GARGOYLEWATERSHIELD
202014000321,SHIELDLIGHT_GARGOYLEWATERSHIELD
202014000331,SHIELDLIGHT_GARGOYLEWATERSHIELD
202014000341,SHIELDLIGHT_GARGOYLEWATERSHIELD
202015000111,SHIELDLIGHT_CONTRADICTION
202015000121,SHIELDLIGHT_CONTRADICTION
202015000131,SHIELDLIGHT_CONTRADICTION
202015000141,SHIELDLIGHT_CONTRADICTION
202015000151,SHIELDLIGHT_CONTRADICTION
202015000211,SHIELDLIGHT_SVEL
202015000221,SHIELDLIGHT_SVEL
202015000231,SHIELDLIGHT_SVEL
202015000241,SHIELDLIGHT_SVEL
202015000251,SHIELDLIGHT_SVEL
202015000311,SHIELDLIGHT_GALAXYBLACKHOLE
202015000321,SHIELDLIGHT_GALAXYBLACKHOLE
202015000331,SHIELDLIGHT_GALAXYBLACKHOLE
202015000341,SHIELDLIGHT_GALAXYBLACKHOLE
202015000351,SHIELDLIGHT_GALAXYBLACKHOLE
202021000111,SHIELDHEAVY_IRONLARGESHIELD
202021000121,SHIELDHEAVY_IRONLARGESHIELD
202021000131,SHIELDHEAVY_IRONLARGESHIELD
202021000211,SHIELDHEAVY_STEELLARGESHIELD
202021000221,SHIELDHEAVY_STEELLARGESHIELD
202021000231,SHIELDHEAVY_STEELLARGESHIELD
202021000311,SHIELDHEAVY_WARRIORSHIELD
202021000321,SHIELDHEAVY_WARRIORSHIELD
202021000331,SHIELDHEAVY_WARRIORSHIELD
202022000111,SHIELDHEAVY_PLATINUMSHIELD
202022000121,SHIELDHEAVY_PLATINUMSHIELD
202022000131,SHIELDHEAVY_PLATINUMSHIELD
202022000211,SHIELDHEAVY_RUNESHIELD
202022000221,SHIELDHEAVY_RUNESHIELD
202022000231,SHIELDHEAVY_RUNESHIELD
202022000311,SHIELDHEAVY_SCUTUM
202022000321,SHIELDHEAVY_SCUTUM
202022000331,SHIELDHEAVY_SCUTUM
202023000111,SHIELDHEAVY_LANTERNSHIELD
202023000121,SHIELDHEAVY_LANTERNSHIELD
202023000131,SHIELDHEAVY_LANTERNSHIELD
202023000211,SHIELDHEAVY_RARESTEELSHIELD
202023000221,SHIELDHEAVY_RARESTEELSHIELD
202023000231,SHIELDHEAVY_RARESTEELSHIELD
202023000311,SHIELDHEAVY_PERFECTCIRCLESHIELD
202023000321,SHIELDHEAVY_PERFECTCIRCLESHIELD
202023000331,SHIELDHEAVY_PERFECTCIRCLESHIELD
202024000111,SHIELDHEAVY_CRYSTALSHIELD
202024000121,SHIELDHEAVY_CRYSTALSHIELD
202024000131,SHIELDHEAVY_CRYSTALSHIELD
202024000141,SHIELDHEAVY_CRYSTALSHIELD
202024000211,SHIELDHEAVY_HOLYKNIGHTSHIELD
202024000221,SHIELDHEAVY_HOLYKNIGHTSHIELD
202024000231,SHIELDHEAVY_HOLYKNIGHTSHIELD
202024000241,SHIELDHEAVY_HOLYKNIGHTSHIELD
202024000311,SHIELDHEAVY_GIANTFACE
202024000321,SHIELDHEAVY_GIANTFACE
202024000331,SHIELDHEAVY_GIANTFACE
202024000341,SHIELDHEAVY_GIANTFACE
202025000111,SHIELDHEAVY_FIERCEGODSHIELD
202025000121,SHIELDHEAVY_FIERCEGODSHIELD
202025000131,SHIELDHEAVY_FIERCEGODSHIELD
202025000141,SHIELDHEAVY_FIERCEGODSHIELD
202025000151,SHIELDHEAVY_FIERCEGODSHIELD
202025000211,SHIELDHEAVY_PROTECTIONOFTHEGODDESS
202025000221,SHIELDHEAVY_PROTECTIONOFTHEGODDESS
202025000231,SHIELDHEAVY_PROTECTIONOFTHEGODDESS
202025000241,SHIELDHEAVY_PROTECTIONOFTHEGODDESS
202025000251,SHIELDHEAVY_PROTECTIONOFTHEGODDESS
202025000311,SHIELDHEAVY_DRAGONKINGSSHIELD
202025000321,SHIELDHEAVY_DRAGONKINGSSHIELD
202025000331,SHIELDHEAVY_DRAGONKINGSSHIELD
202025000341,SHIELDHEAVY_DRAGONKINGSSHIELD
202025000351,SHIELDHEAVY_DRAGONKINGSSHIELD
203011000111,HELMETLIGHT_WOODENHACHIGANE
203011000121,HELMETLIGHT_WOODENHACHIGANE
203011000131,HELMETLIGHT_WOODENHACHIGANE
203011000211,HELMETLIGHT_COPPERHACHIGANE
203011000221,HELMETLIGHT_COPPERHACHIGANE
203011000231,HELMETLIGHT_COPPERHACHIGANE
203011000311,HELMETLIGHT_LEATHERTURBAN
203011000321,HELMETLIGHT_LEATHERTURBAN
203011000331,HELMETLIGHT_LEATHERTURBAN
203012000111,HELMETLIGHT_IRONHACHIGANE
203012000121,HELMETLIGHT_IRONHACHIGANE
203012000131,HELMETLIGHT_IRONHACHIGANE
203012000211,HELMETLIGHT_SILVERCIRCLET
203012000221,HELMETLIGHT_SILVERCIRCLET
203012000231,HELMETLIGHT_SILVERCIRCLET
203012000311,HELMETLIGHT_MAGICACADEMYHAT
203012000321,HELMETLIGHT_MAGICACADEMYHAT
203012000331,HELMETLIGHT_MAGICACADEMYHAT
203013000111,HELMETLIGHT_STEELHACHIGANE
203013000121,HELMETLIGHT_STEELHACHIGANE
203013000131,HELMETLIGHT_STEELHACHIGANE
203013000211,HELMETLIGHT_BARDSFEATHER
203013000221,HELMETLIGHT_BARDSFEATHER
203013000231,HELMETLIGHT_BARDSFEATHER
203013000311,HELMETLIGHT_TURBANOFHOTSAND
203013000321,HELMETLIGHT_TURBANOFHOTSAND
203013000331,HELMETLIGHT_TURBANOFHOTSAND
203014000111,HELMETLIGHT_ANGELCIRCLET
203014000121,HELMETLIGHT_ANGELCIRCLET
203014000131,HELMETLIGHT_ANGELCIRCLET
203014000141,HELMETLIGHT_ANGELCIRCLET
203014000211,HELMETLIGHT_HARDARMORHACHIGANE
203014000221,HELMETLIGHT_HARDARMORHACHIGANE
203014000231,HELMETLIGHT_HARDARMORHACHIGANE
203014000241,HELMETLIGHT_HARDARMORHACHIGANE
203014000311,HELMETLIGHT_FIGHTINGSPIRITHEADDRESS
203014000321,HELMETLIGHT_FIGHTINGSPIRITHEADDRESS
203014000331,HELMETLIGHT_FIGHTINGSPIRITHEADDRESS
203014000341,HELMETLIGHT_FIGHTINGSPIRITHEADDRESS
203015000111,HELMETLIGHT_SAINTSCIRCLET
203015000121,HELMETLIGHT_SAINTSCIRCLET
203015000131,HELMETLIGHT_SAINTSCIRCLET
203015000141,HELMETLIGHT_SAINTSCIRCLET
203015000151,HELMETLIGHT_SAINTSCIRCLET
203015000211,HELMETLIGHT_SERAPHSCELESTIALWHEEL
203015000221,HELMETLIGHT_SERAPHSCELESTIALWHEEL
203015000231,HELMETLIGHT_SERAPHSCELESTIALWHEEL
203015000241,HELMETLIGHT_SERAPHSCELESTIALWHEEL
203015000251,HELMETLIGHT_SERAPHSCELESTIALWHEEL
203015000311,HELMETLIGHT_LAMPGENIE
203015000321,HELMETLIGHT_LAMPGENIE
203015000331,HELMETLIGHT_LAMPGENIE
203015000341,HELMETLIGHT_LAMPGENIE
203015000351,HELMETLIGHT_LAMPGENIE
203021000111,HELMETMEDIUM_WOODENHELMET
203021000121,HELMETMEDIUM_WOODENHELMET
203021000131,HELMETMEDIUM_WOODENHELMET
203021000211,HELMETMEDIUM_COPPERHELMET
203021000221,HELMETMEDIUM_COPPERHELMET
203021000231,HELMETMEDIUM_COPPERHELMET
203021000311,HELMETMEDIUM_LEATHERHAT
203021000321,HELMETMEDIUM_LEATHERHAT
203021000331,HELMETMEDIUM_LEATHERHAT
203022000111,HELMETMEDIUM_IRONHELMET
203022000121,HELMETMEDIUM_IRONHELMET
203022000131,HELMETMEDIUM_IRONHELMET
203022000211,HELMETMEDIUM_THIEFSHOOD
203022000221,HELMETMEDIUM_THIEFSHOOD
203022000231,HELMETMEDIUM_THIEFSHOOD
203022000311,HELMETMEDIUM_SQUAREHAT
203022000321,HELMETMEDIUM_SQUAREHAT
203022000331,HELMETMEDIUM_SQUAREHAT
203023000111,HELMETMEDIUM_STEELHELMET
203023000121,HELMETMEDIUM_STEELHELMET
203023000131,HELMETMEDIUM_STEELHELMET
203023000211,HELMETMEDIUM_HOODOFCONCEALMENT
203023000221,HELMETMEDIUM_HOODOFCONCEALMENT
203023000231,HELMETMEDIUM_HOODOFCONCEALMENT
203023000311,HELMETMEDIUM_DANCERSTURBAN
203023000321,HELMETMEDIUM_DANCERSTURBAN
203023000331,HELMETMEDIUM_DANCERSTURBAN
203024000111,HELMETMEDIUM_KNIGHTHELMET
203024000121,HELMETMEDIUM_KNIGHTHELMET
203024000131,HELMETMEDIUM_KNIGHTHELMET
203024000141,HELMETMEDIUM_KNIGHTHELMET
203024000211,HELMETMEDIUM_ASSASSINHOOD
203024000221,HELMETMEDIUM_ASSASSINHOOD
203024000231,HELMETMEDIUM_ASSASSINHOOD
203024000241,HELMETMEDIUM_ASSASSINHOOD
203024000311,HELMETMEDIUM_DEVILHEADBAND
203024000321,HELMETMEDIUM_DEVILHEADBAND
203024000331,HELMETMEDIUM_DEVILHEADBAND
203024000341,HELMETMEDIUM_DEVILHEADBAND
203025000111,HELMETMEDIUM_HOLYKNIGHTSSHININGHELMET
203025000121,HELMETMEDIUM_HOLYKNIGHTSSHININGHELMET
203025000131,HELMETMEDIUM_HOLYKNIGHTSSHININGHELMET
203025000141,HELMETMEDIUM_HOLYKNIGHTSSHININGHELMET
203025000151,HELMETMEDIUM_HOLYKNIGHTSSHININGHELMET
203025000211,HELMETMEDIUM_ARCHMAGEHAT
203025000221,HELMETMEDIUM_ARCHMAGEHAT
203025000231,HELMETMEDIUM_ARCHMAGEHAT
203025000241,HELMETMEDIUM_ARCHMAGEHAT
203025000251,HELMETMEDIUM_ARCHMAGEHAT
203025000311,HELMETMEDIUM_GREATPIRATEHAT
203025000321,HELMETMEDIUM_GREATPIRATEHAT
203025000331,HELMETMEDIUM_GREATPIRATEHAT
203025000341,HELMETMEDIUM_GREATPIRATEHAT
203025000351,HELMETMEDIUM_GREATPIRATEHAT
203031000111,HELMETHEAVY_IRONHELM
203031000121,HELMETHEAVY_IRONHELM
203031000131,HELMETHEAVY_IRONHELM
203031000211,HELMETHEAVY_STEELHELM
203031000221,HELMETHEAVY_STEELHELM
203031000231,HELMETHEAVY_STEELHELM
203031000311,HELMETHEAVY_PROVIDEDHELMET
203031000321,HELMETHEAVY_PROVIDEDHELMET
203031000331,HELMETHEAVY_PROVIDEDHELMET
203032000111,HELMETHEAVY_KNIGHTSHELM
203032000121,HELMETHEAVY_KNIGHTSHELM
203032000131,HELMETHEAVY_KNIGHTSHELM
203032000211,HELMETHEAVY_RUNEHELM
203032000221,HELMETHEAVY_RUNEHELM
203032000231,HELMETHEAVY_RUNEHELM
203032000311,HELMETHEAVY_PLATINUMHELMET
203032000321,HELMETHEAVY_PLATINUMHELMET
203032000331,HELMETHEAVY_PLATINUMHELMET
203033000111,HELMETHEAVY_SARCASMHAT
203033000121,HELMETHEAVY_SARCASMHAT
203033000131,HELMETHEAVY_SARCASMHAT
203033000211,HELMETHEAVY_WHITEWOLFCAP
203033000221,HELMETHEAVY_WHITEWOLFCAP
203033000231,HELMETHEAVY_WHITEWOLFCAP
203033000311,HELMETHEAVY_SPIKEHELM
203033000321,HELMETHEAVY_SPIKEHELM
203033000331,HELMETHEAVY_SPIKEHELM
203034000111,HELMETHEAVY_GLADIATORSHELM
203034000121,HELMETHEAVY_GLADIATORSHELM
203034000131,HELMETHEAVY_GLADIATORSHELM
203034000141,HELMETHEAVY_GLADIATORSHELM
203034000211,HELMETHEAVY_ORACLESMITRA
203034000221,HELMETHEAVY_ORACLESMITRA
203034000231,HELMETHEAVY_ORACLESMITRA
203034000241,HELMETHEAVY_ORACLESMITRA
203034000311,HELMETHEAVY_GREATSAGESHAT
203034000321,HELMETHEAVY_GREATSAGESHAT
203034000331,HELMETHEAVY_GREATSAGESHAT
203034000341,HELMETHEAVY_GREATSAGESHAT
203035000111,HELMETHEAVY_FIERCEGODHELMET
203035000121,HELMETHEAVY_FIERCEGODHELMET
203035000131,HELMETHEAVY_FIERCEGODHELMET
203035000141,HELMETHEAVY_FIERCEGODHELMET
203035000151,HELMETHEAVY_FIERCEGODHELMET
203035000211,HELMETHEAVY_DEVILSDISTORTIONANGLE
203035000221,HELMETHEAVY_DEVILSDISTORTIONANGLE
203035000231,HELMETHEAVY_DEVILSDISTORTIONANGLE
203035000241,HELMETHEAVY_DEVILSDISTORTIONANGLE
203035000251,HELMETHEAVY_DEVILSDISTORTIONANGLE
203035000311,HELMETHEAVY_DOUBLEHORNEDSKYHELMET
203035000321,HELMETHEAVY_DOUBLEHORNEDSKYHELMET
203035000331,HELMETHEAVY_DOUBLEHORNEDSKYHELMET
203035000341,HELMETHEAVY_DOUBLEHORNEDSKYHELMET
203035000351,HELMETHEAVY_DOUBLEHORNEDSKYHELMET
204011000111,ARMORLIGHT_HAWAIIANSHIRT
204011000121,ARMORLIGHT_HAWAIIANSHIRT
204011000131,ARMORLIGHT_HAWAIIANSHIRT
204011000211,ARMORLIGHT_COPPERBREASTPLATE
204011000221,ARMORLIGHT_COPPERBREASTPLATE
204011000231,ARMORLIGHT_COPPERBREASTPLATE
204011000311,ARMORLIGHT_LEOTARD
204011000321,ARMORLIGHT_LEOTARD
204011000331,ARMORLIGHT_LEOTARD
204011000411,ARMORLIGHT_LEATHERBREASTPLATE
204011000421,ARMORLIGHT_LEATHERBREASTPLATE
204011000431,ARMORLIGHT_LEATHERBREASTPLATE
204012000111,ARMORLIGHT_SAILORSUIT
204012000121,ARMORLIGHT_SAILORSUIT
204012000131,ARMORLIGHT_SAILORSUIT
204012000211,ARMORLIGHT_LEATHERVEST
204012000221,ARMORLIGHT_LEATHERVEST
204012000231,ARMORLIGHT_LEATHERVEST
204012000311,ARMORLIGHT_BLACKHARNESS
204012000321,ARMORLIGHT_BLACKHARNESS
204012000331,ARMORLIGHT_BLACKHARNESS
204013000111,ARMORLIGHT_SHINOBISCOAT
204013000121,ARMORLIGHT_SHINOBISCOAT
204013000131,ARMORLIGHT_SHINOBISCOAT
204013000211,ARMORLIGHT_ARMYJACKET
204013000221,ARMORLIGHT_ARMYJACKET
204013000231,ARMORLIGHT_ARMYJACKET
204013000311,ARMORLIGHT_MERCHANTSWAISTCOAT
204013000321,ARMORLIGHT_MERCHANTSWAISTCOAT
204013000331,ARMORLIGHT_MERCHANTSWAISTCOAT
204014000111,ARMORLIGHT_DEVILJACKET
204014000121,ARMORLIGHT_DEVILJACKET
204014000131,ARMORLIGHT_DEVILJACKET
204014000141,ARMORLIGHT_DEVILJACKET
204014000211,ARMORLIGHT_RANGERVEST
204014000221,ARMORLIGHT_RANGERVEST
204014000231,ARMORLIGHT_RANGERVEST
204014000241,ARMORLIGHT_RANGERVEST
204014000311,ARMORLIGHT_SAINTSCAPE
204014000321,ARMORLIGHT_SAINTSCAPE
204014000331,ARMORLIGHT_SAINTSCAPE
204014000341,ARMORLIGHT_SAINTSCAPE
204015000111,ARMORLIGHT_CELESTIALROBE
204015000121,ARMORLIGHT_CELESTIALROBE
204015000131,ARMORLIGHT_CELESTIALROBE
204015000141,ARMORLIGHT_CELESTIALROBE
204015000151,ARMORLIGHT_CELESTIALROBE
204015000211,ARMORLIGHT_MERMAIDTOP
204015000221,ARMORLIGHT_MERMAIDTOP
204015000231,ARMORLIGHT_MERMAIDTOP
204015000241,ARMORLIGHT_MERMAIDTOP
204015000251,ARMORLIGHT_MERMAIDTOP
204015000311,ARMORLIGHT_EVILDRAGONSBLACKROBE
204015000321,ARMORLIGHT_EVILDRAGONSBLACKROBE
204015000331,ARMORLIGHT_EVILDRAGONSBLACKROBE
204015000341,ARMORLIGHT_EVILDRAGONSBLACKROBE
204015000351,ARMORLIGHT_EVILDRAGONSBLACKROBE
204021000111,ARMORMEDIUM_WOODARMOR
204021000121,ARMORMEDIUM_WOODARMOR
204021000131,ARMORMEDIUM_WOODARMOR
204021000211,ARMORMEDIUM_COPPERARMOR
204021000221,ARMORMEDIUM_COPPERARMOR
204021000231,ARMORMEDIUM_COPPERARMOR
204021000311,ARMORMEDIUM_LEATHERARMOR
204021000321,ARMORMEDIUM_LEATHERARMOR
204021000331,ARMORMEDIUM_LEATHERARMOR
204022000111,ARMORMEDIUM_MAGICACADEMYBLAZER
204022000121,ARMORMEDIUM_MAGICACADEMYBLAZER
204022000131,ARMORMEDIUM_MAGICACADEMYBLAZER
204022000211,ARMORMEDIUM_WARRIORARMOR
204022000221,ARMORMEDIUM_WARRIORARMOR
204022000231,ARMORMEDIUM_WARRIORARMOR
204022000311,ARMORMEDIUM_ARABIANJACKET
204022000321,ARMORMEDIUM_ARABIANJACKET
204022000331,ARMORMEDIUM_ARABIANJACKET
204023000111,ARMORMEDIUM_KNIGHTARMOR
204023000121,ARMORMEDIUM_KNIGHTARMOR
204023000131,ARMORMEDIUM_KNIGHTARMOR
204023000211,ARMORMEDIUM_CHAINMAIL
204023000221,ARMORMEDIUM_CHAINMAIL
204023000231,ARMORMEDIUM_CHAINMAIL
204023000311,ARMORMEDIUM_LORICASEGMENTATA
204023000321,ARMORMEDIUM_LORICASEGMENTATA
204023000331,ARMORMEDIUM_LORICASEGMENTATA
204024000111,ARMORMEDIUM_ASSASSINSCLOAK
204024000121,ARMORMEDIUM_ASSASSINSCLOAK
204024000131,ARMORMEDIUM_ASSASSINSCLOAK
204024000141,ARMORMEDIUM_ASSASSINSCLOAK
204024000211,ARMORMEDIUM_DOMARU
204024000221,ARMORMEDIUM_DOMARU
204024000231,ARMORMEDIUM_DOMARU
204024000241,ARMORMEDIUM_DOMARU
