equipment_id,localize_key
,
207011000111,ACCESSORYLIGHT_WOODRING
207011000121,ACCESSORYLIGHT_WOODRING
207011000131,ACCESSORYLIGHT_WOODRING
207011000211,ACCESSORYLIGHT_COPPERRING
207011000221,ACCESSORYLIGHT_COPPERRING
207011000231,ACCESSORYLIGHT_COPPERRING
207011000311,ACCESSORYLIGHT_HANDSOMEGLASSES
207011000321,ACCESSORYLIGHT_HANDSOMEGLASSES
207011000331,ACCESSORYLIGHT_HANDSOMEGLASSES
207012000111,ACCESSORYLIGHT_IRONRING
207012000121,ACCESSORYLIGHT_IRONRING
207012000131,ACCESSORYLIGHT_IRONRING
207012000211,ACCESSORYLIGHT_NICEBEARD
207012000221,ACCESSORYLIGHT_NICEBEARD
207012000231,ACCESSORYLIGHT_NICEBEARD
207012000311,ACCESSORYLIGHT_THRILLINGBOOKS
207012000321,ACCESSORYLIGHT_THRILLINGBOOKS
207012000331,ACCESSORYLIGHT_THRILLINGBOOKS
207013000111,ACCESSORYLIGHT_ALCHEMISTSRING
207013000121,ACCESSORYLIGHT_ALCHEMISTSRING
207013000131,ACCESSORYLIGHT_ALCHEMISTSRING
207013000211,ACCESSORYLIGHT_CURSEDNECKLACE
207013000221,ACCESSORYLIGHT_CURSEDNECKLACE
207013000231,ACCESSORYLIGHT_CURSEDNECKLACE
207013000311,ACCESSORYLIGHT_ANCIENTTREENECKLACE
207013000321,ACCESSORYLIGHT_ANCIENTTREENECKLACE
207013000331,ACCESSORYLIGHT_ANCIENTTREENECKLACE
207014000111,ACCESSORYLIGHT_SPIRITBELL
207014000121,ACCESSORYLIGHT_SPIRITBELL
207014000131,ACCESSORYLIGHT_SPIRITBELL
207014000141,ACCESSORYLIGHT_SPIRITBELL
207014000211,ACCESSORYLIGHT_CRYSTALEARRINGS
207014000221,ACCESSORYLIGHT_CRYSTALEARRINGS
207014000231,ACCESSORYLIGHT_CRYSTALEARRINGS
207014000241,ACCESSORYLIGHT_CRYSTALEARRINGS
207014000311,ACCESSORYLIGHT_WEDDINGRING
207014000321,ACCESSORYLIGHT_WEDDINGRING
207014000331,ACCESSORYLIGHT_WEDDINGRING
207014000341,ACCESSORYLIGHT_WEDDINGRING
207015000111,ACCESSORYLIGHT_ARCHMAGEBROOCH
207015000121,ACCESSORYLIGHT_ARCHMAGEBROOCH
207015000131,ACCESSORYLIGHT_ARCHMAGEBROOCH
207015000141,ACCESSORYLIGHT_ARCHMAGEBROOCH
207015000151,ACCESSORYLIGHT_ARCHMAGEBROOCH
207015000211,ACCESSORYLIGHT_ARCHANGELAMULET
207015000221,ACCESSORYLIGHT_ARCHANGELAMULET
207015000231,ACCESSORYLIGHT_ARCHANGELAMULET
207015000241,ACCESSORYLIGHT_ARCHANGELAMULET
207015000251,ACCESSORYLIGHT_ARCHANGELAMULET
207015000311,ACCESSORYLIGHT_GALAXYRING
207015000321,ACCESSORYLIGHT_GALAXYRING
207015000331,ACCESSORYLIGHT_GALAXYRING
207015000341,ACCESSORYLIGHT_GALAXYRING
207015000351,ACCESSORYLIGHT_GALAXYRING
207021000111,ACCESSORYHEAVY_IRONANKLET
207021000121,ACCESSORYHEAVY_IRONANKLET
207021000131,ACCESSORYHEAVY_IRONANKLET
207021000211,ACCESSORYHEAVY_NOMADICCLOAK
207021000221,ACCESSORYHEAVY_NOMADICCLOAK
207021000231,ACCESSORYHEAVY_NOMADICCLOAK
207021000311,ACCESSORYHEAVY_STEELBRACELET
207021000321,ACCESSORYHEAVY_STEELBRACELET
207021000331,ACCESSORYHEAVY_STEELBRACELET
207022000111,ACCESSORYHEAVY_PLATINUMCLOAK
207022000121,ACCESSORYHEAVY_PLATINUMCLOAK
207022000131,ACCESSORYHEAVY_PLATINUMCLOAK
207022000211,ACCESSORYHEAVY_SKELETONBRACELET
207022000221,ACCESSORYHEAVY_SKELETONBRACELET
207022000231,ACCESSORYHEAVY_SKELETONBRACELET
207022000311,ACCESSORYHEAVY_AMULETOFPOISONREPELLENT
207022000321,ACCESSORYHEAVY_AMULETOFPOISONREPELLENT
207022000331,ACCESSORYHEAVY_AMULETOFPOISONREPELLENT
207023000111,ACCESSORYHEAVY_CLOAKOFALLYEARSNOWFALL
207023000121,ACCESSORYHEAVY_CLOAKOFALLYEARSNOWFALL
207023000131,ACCESSORYHEAVY_CLOAKOFALLYEARSNOWFALL
207023000211,ACCESSORYHEAVY_BRACELETSOFTHELADY
207023000221,ACCESSORYHEAVY_BRACELETSOFTHELADY
207023000231,ACCESSORYHEAVY_BRACELETSOFTHELADY
207023000311,ACCESSORYHEAVY_MOTHEROFPEARLMASK
207023000321,ACCESSORYHEAVY_MOTHEROFPEARLMASK
207023000331,ACCESSORYHEAVY_MOTHEROFPEARLMASK
207024000111,ACCESSORYHEAVY_GODDESSPEARL
207024000121,ACCESSORYHEAVY_GODDESSPEARL
207024000131,ACCESSORYHEAVY_GODDESSPEARL
207024000141,ACCESSORYHEAVY_GODDESSPEARL
207024000211,ACCESSORYHEAVY_HOLYKNIGHTCLOAK
207024000221,ACCESSORYHEAVY_HOLYKNIGHTCLOAK
207024000231,ACCESSORYHEAVY_HOLYKNIGHTCLOAK
207024000241,ACCESSORYHEAVY_HOLYKNIGHTCLOAK
207024000311,ACCESSORYHEAVY_MARBLEMASK
207024000321,ACCESSORYHEAVY_MARBLEMASK
207024000331,ACCESSORYHEAVY_MARBLEMASK
207024000341,ACCESSORYHEAVY_MARBLEMASK
207025000111,ACCESSORYHEAVY_FIERCEGODAACUTEANGLE
207025000121,ACCESSORYHEAVY_FIERCEGODAACUTEANGLE
207025000131,ACCESSORYHEAVY_FIERCEGODAACUTEANGLE
207025000141,ACCESSORYHEAVY_FIERCEGODAACUTEANGLE
207025000151,ACCESSORYHEAVY_FIERCEGODAACUTEANGLE
207025000211,ACCESSORYHEAVY_GENIEANKLET
207025000221,ACCESSORYHEAVY_GENIEANKLET
207025000231,ACCESSORYHEAVY_GENIEANKLET
207025000241,ACCESSORYHEAVY_GENIEANKLET
